spam,"কর্ণফুলী এক্সপ্রেস কক্সবাজার শহরের উত্তর নুনিয়াছড়া (এয়ারপোর্ট রোড) বি আই ডব্লিও টিএ ঘাট থেকে প্রতিদিন নিয়মিত চলাচল করছে এম ভি কর্নফুলী এক্সপ্রেস জাহাজ টি। 🌊🛳️ কক্সবাজার টু সেন্টমার্টিন - সেন্টমার্টিন টু কক্সবাজার 🛳️🌊🚢 সম্পূর্ণ শীতাতপ নিয়ন্ত্রিত Karnafuly Express এর যাত্রা সময়সূচী: ⌚কক্সবাজার এয়ারপোর্ট রোড নুনিয়াছড়া বি আই ডব্লিও টি এ ঘাট থেকে ছাড়ে সকাল: ৭.০০ টায়।⌚সেন্টমার্টিন থেকে ছাড়ে বিকাল: ৩.৩০ মিনিটে।উভয় দিক থেকে গন্তব্যে পৌছতে সময় লাগবে ৫ ঘন্টা (+,-) ।🏖️ পর্যটকবাহী জাহাজের (জনপ্রতি আসা-যাওয়া) নতুন ভাড়ার তালিকা: 🏖️==========================💺রেগুলার ক্লাস ( Lavender) : ৩,০০০/-💺(শোভন ক্লাস চেয়ার (Marigold) : ৩,০০০/-💺বিজনেস ক্লাস (ডিলাক্স) চেয়ার ( Gladiolas) : ৪,০০০/-💺ওপেন ডেক চেয়ার ( Open Deck) : ৪,০০০/- 💺লিলাক লাউঞ্জ( Lelak Lounge) : ৪,০০০/-💺ভি আই পি লাউঞ্জ (Chrysanthemum Lounge) : ৪,৫০০/- 🛏সিঙ্গেল কেবিন( Single Cabin) : ৭,৫০০/- টাকা (১ জন এর জন্য প্রযোজ্য) 🛌টুইন বেড কেবিন (Twin Bed Cabin) : ১২,০০০/- (২ জন এর জন্য প্রযোজ্য) 🛌ভি আই পি কেবিন ( VIP Cabin) : ২০,০০০/-(২ জন এর জন্য প্রযোজ্য)🛌ভি ভি আই পি কেবিন (VVIP Cabin) : ২৮,০০০/- (২ জন এর জন্য প্রযোজ্য) শুধু যাওয়া বা আসা:-==============================💺রেগুলার ক্লাস ( Lavender) : ১,৬০০/-💺(শোভন ক্লাস চেয়ার (Marigold) : ১,৬০০/-💺বিজনেস ক্লাস (ডিলাক্স) চেয়ার ( Gladiolas) : ২,১০০/- 💺ওপেন ডেক চেয়ার ( Open Deck) : ২,১০০/-💺লিলাক লাউঞ্জ( Lelak Lounge) : ২,১০০/-💺ভি আই পি লাউঞ্জ (Chrysanthemum Lounge) : ২,৩০০/- 🛏সিঙ্গেল কেবিন( Single Cabin) : ৪,০০০/- টাকা (১ জন এর জন্য প্রযোজ্য)🛌টুইন বেড কেবিন (Twin Bed Cabin) : ৬,৫০০/-(২ জন এর জন্য প্রযোজ্য)🛌ভি আই পি কেবিন ( VIP Cabin) : ১১,৫০০/-(২ জন এর জন্য প্রযোজ্য)🛌ভি ভি আই পি কেবিন (VVIP Cabin) : ১৫,০০০/-(২ জন এর জন্য প্রযোজ্য)🚸 (প্রতিটি কেবিন ২ জন এর জন্য প্রযোজ্য, সিঙ্গেল কেবিনে ১জন প্রযোজ্য। অতিরিক্ত জনপ্রতি আলাদা টিকেট কেটে নিতে হবে)👪 শিশু পলেসি: ৫ বছর বয়স পর্যন্ত সম্পূর্ণ ফ্রি, ৫ বছরের বড় সকলকে টিকেট কাটতে হবে।🏠 অফিসঃ B-70,Sea beach R/A,Shugandha point,Cox's Bazar.For more details:01922287423."
ham,"ভাই, আপাতত দুইটার রেফারি হিসেবে জীবন তেজপাতা।"
spam,ইমরান ও ন্যান্সির এক পৃথিবী প্রেম ৭দিনের জন্য গুন্গুন্ সেট ক
spam,ফ্লোর ক্লিনার ১লিঃ৳১৪৯মাসের বাজারে ছাড় কোড:CD2 T&C chdl.co/pukKKgMF
spam,মোবাইল ব্যালেন্সে আনলিমিটেড সিনেমা দেখতে Subscribe: https://robi.epicon.in
spam,ডিলে জাতীয় পতাকা৳৭১ নগদ-এ ৳৭৫ক্যাশব্যাক গিফট কোডঃBD Chaldal.com/Free
spam,আমাদের প্রিয় নবী মুহাম্মাদ (সা.) কীভাবে পবিত্র জুম্মার দিনটি কাটাতেন জানতে ডায়াল করুন *213*14746# চার্জ ২.৬৭ টাকা/দিন।
ham,দিয়ে যা। বেকার আছি
spam,সাথেই থাকুন। *1122*10# ডায়েল করে পেয়ে যান 10 টাকা ব্যালেন্স ! ভ্যাট এবং সার্ভিস চার্জ প্রযোজ্য!
spam,"সুলতান'স ডাইনে ৩০% ডিস্কাউন্ট লুফে নিন এই মেসেজটি দেখিয়ে আগামী তিনদিনের মধ্যে, কমপক্ষে ৫০০ টাকার অর্ডারে টেকএওয়ে কিংবা ডাইনইনে। বিস্তারিতঃ 01407059983"
ham,যেগুলা বিয়ে করে নাই এদের কি হবে!!!😄
ham,আপু আমার মেয়ে আজকে শরীর খারাপ...  আমি কালকে যাবো
spam,"হেলথ্কেয়ার ফার্মাসিউটিক্যালস লিমিটেড এর অঙ্গপ্রতিষ্ঠান ‘শিলাইদহ ডেইরী’ আপনার প্রয়োজন পূরণ ও সুস্বাস্থ্য নিশ্চিত করতে বাজারে এনেছে খাঁটি দুধের ক্রীম থেকে তৈরি আল্ট্রা বাটার। পণ্য বাছাই এর সময় তাই পরিবারের জন্য হেলদি ও টেস্টি খাবার নিশ্চিত করুন স্বাদ ও মানে অনন্য আল্ট্রা বাটারের সাথে। আল্ট্রা বাটার - লেটস্ টেস্ট দ্যা বেস্ট।

আমাদের সম্পর্কে বিস্তারিত জানতে কিংবা অর্ডার করতে ভিজিট করুন- আল্ট্রা’র ফেসবুক পেজঃ https://cutt.ly/iEW25U8 ওয়েবসাইটঃ https://cutt.ly/JEW9fQl অথবা কল করুন ০১৮৪৪২৪৫২০৬ এই নম্বরে।"
spam,করোনা ভাইরাস থেকে বাঁচতে নানা টিপস পেতে ডায়াল করুন *213*14002# চার্জ ২.৬৭/দিন
spam,নেট এমবি থাক  বা  না থাক sms টা  সবাই কে পাঠাবেন কারণ আজ   প্রিও নবির  জন্মের  রাত
spam,"কুরআন পাকের ১৪৪১ বছর হয়ে গেছে ।  New Year   তো অনেক এই sms করেন দেখা যাক কুরআন পাকের  মুবারক কতজন  কে জানান"""
spam,ঈদ কবে হচ্ছে জানতে ডায়াল করুন 
spam,"২২ মার্চ ২০২৩ বিশ্ব পানি দিবস, এবারের প্রতিপাদ্য বিষয় “পানি ও স্যানিটেশন সংকট সমাধানে ত্বরান্বিত পরিবর্তন’’-পানি সম্পদ মন্ত্রণালয়।"
spam,"মাত্র ৫০০ টাকায় ইংরেজি কোর্স করতে ক্লিক করুন
 http://bit.ly/3IVA0tu"
spam,"২২ মার্চ ২০২৩ বিশ্ব পানি দিবস, এবারের প্রতিপাদ্য বিষয় “পানি ও স্যানিটেশন সংকট সমাধানে ত্বরান্বিত পরিবর্তন’’-পানি সম্পদ মন্ত্রণালয়।"
spam,*213*2843# ডায়াল করে জানুন সেলস/মার্কেটিং চাকুরীর খবর ২.৬৭ টাকা/দিন
spam,*213*22718# ডায়াল করে জানুন সরকারি চাকুরীর খবর ২.৬৭ টাকা/দিন
spam,প্রেম করা কেন গুনাহ জানতে ডায়াল করুন 
spam,"স্পেশাল অফার ১০জিবি(বোনাসসহ)১৩০টাকা ৩০দিন।ডায়াল *১২১*৫৪৬৯#, mygp.li/mo"
spam,শুধুমাত্র একটি ফোনের প্রয়োজন প্রতিদিন 1000TK আয় wa.me/8801797890449
spam,"‘জাতীয় দুর্যোগ প্রস্তুতি দিবস-২০২৩’ এর প্রতিপাদ্য
“স্মার্ট বাংলাদেশের প্রত্যয়
দুর্যোগ প্রস্তুতি সবসময়”
- দুর্যোগ ব্যবস্থাপনা ও ত্রাণ মন্ত্রণালয়"
spam,"স্মার্টফোন জেতার দুর্দান্ত অফার! সহজ প্রশ্নের উত্তর দিয়ে জিতে নিন ৩০,৯৯৯ টাকার আকর্ষণীয় স্মার্টফোন Samsung Galaxy M33 5G মাত্র ৳২.৬৭/দিন/প্রশ্ন,  ডায়াল *213*45644#"
spam,মজার এবং হাসির SMS জোকস পেতে ডায়াল করুন *213*4493#
spam,"স্মার্টফোন জেতার দুর্দান্ত অফার! সহজ প্রশ্নের উত্তর দিয়ে জিতে নিন ৩০,৯৯৯ টাকার আকর্ষণীয় স্মার্টফোন Samsung Galaxy M33 5G "
spam,মাইজিপি রেফার করে ৫১২এমবি ফ্রি ইন্টারনেট জিততে https://mygp.li/r2
spam,খণ্ডকালীন জব৷বেতন 1500 BDT/দিন৷ঘরে বসে কাজ :wa.me/8801768702573
spam,"ঘরে বসে রোজার বাজার
ডিস্কাউন্টকোড:RD2
গিফটকোড:6W
T&C
chdl.co/tt8tj8-7"
spam,পরপর দুটি জমজমাট ম্যাচ কি মিস করছেন? Binge-এর সাথে PSL-এ দেখুন Peshawar vs. Lahore দুপুর ৩টা  আর Islamabad vs. Multan এর ম্যাচ রাত ৮টায়  Sony Sports 5 HD-তে। ক্লিক- cutt.ly/T8UrmSh
spam,ফ্রি ২০০এমবি ইন্টারনেট নিতে আজই মাইজিপি অ্যাপে আসুন। ক্লিক: mygp.li/f1
spam,"ঘরে বসে রোজার বাজার
ডিস্কাউন্টকোড:RD2
গিফটকোড:6W
T&C
chdl.co/z5e57e66"
spam,"লুফে নিন পিওরইট RO ২৫০০৳ ছাড়ে, রেফারেই উপহার! বিস্তারিত/অপ্টআউট ১৬৬২৭*"
spam,"ইনশআল্লাহ A+ নিশ্চয়তায় ভর্তি চলছে
01760192958
bit.ly/3kh9CGC"
spam,"স্মার্টফোন জেতার দুর্দান্ত অফার! সহজ প্রশ্নের উত্তর দিয়ে জিতে নিন ৩০,৯৯৯ টাকার আকর্ষণীয় স্মার্টফোন  Samsung Galaxy M33 5G মাত্র ৳২.৬৭/দিন/প্রশ্ন,  ডায়াল *213*45644#"
spam,"মীনা বাজারে
তীর তেল ৮৮৫
প্রিঃগরুর মাংস ৭৩৯
ব্রয়ঃমুরগি(চাঃছাঃ)৪১৭
প্রিঃনাজিরশাইল ৭৩
প্রিঃচিনিগুঁড়া ১২০
খেজুর ৩৭০*
ছোলা ৮৫
বুট বেসন ১২০
পেঁয়াজ ৪৮*
বেগুন ৬৮*
লবণ ৩৭*
তরমুজ ২৭৫*
বিস্তারিতঃ t.ly/3RDj
০১৯৩৩১১৭৭৫৫
*শ/প্র-চট্টগ্রাম-২৫মার্চ.পর্যন্ত"
spam,৫০০০+ রেস্টুরেন্টে ফ্রি ডেলিভারি সাথে ডিলস এবং ডিসকাউন্ট তো থাকছেই। tinyurl.com/3md3wecd
spam,"আজই শেষ দিন ! ১৩০টাকায় ১৫০মিনিট(৩০দিন) সাথে বোনাস,নিতে*১২১*৫২০৫#  https://mygp.li/a0"
spam,"আজ রিচার্জে
২৯৭Tk-১৫GB+৩০০মি ৩০D/*123*297*1#
৯৮TK-৭GB+৬০মি ৭D/*123*098*1#
৬৮TK-৬GB ৩D/*123*068*1#
 বিকাশ/নগদ/উপায়/রকেটেও পাবেন"
spam,রমজান অফার! অ্যাপে ৳৫৯৮-৫০GB+ফ্রি Noor সাবস্ক্রিপশন(৩০দিন) cutt.ly/inr
spam,"DINNER45 দিচ্ছে ৪৫ টাকা ছাড় ১৯৯ টাকায়।		
DINNER105 দিচ্ছে ১০৫ টাকা পর্যন্ত ছাড় ২৯৯ টাকায়।		
অর্ডার করুন এখনিঃ tinyurl.com/3md3wecd		"
spam,আড়ংয়ের ঈদ কালেকশন এখন সকল আউটলেট এবং aarong.com এ। cutt.ly/E8S4qZv
spam,লম্বা ছুটিতে ঘুরতে যাওয়ার টিকেট কাটতে ক্লিক: bdtickets.com কল ১৬৪৬০
spam,"স্বদেশপল্লীর আকর্ষণীয় ঈদ-উল-ফিতর কালেকশন, এখন পাওয়া যাচ্ছে আপনার নিকটস্থ আউটলেটে! বিস্তারিত: https://cutt.ly/i8ZZmNI"
ham,গ্রামীণফোনের সিস্টেম উন্নয়নমূলক কাজ সফলভাবে সম্পন্ন হয়েছে। বর্তমানে রিচার্জ বা বিল পেমেন্ট সহ আমাদের সকল সার্ভিস আগের মতো চালু রয়েছে। গ্রামীণফোনের সাথে থাকার জন্য ধন্যবাদ।
ham,আমি ১০ তারিখ সকালে রওনা দিব।শান্তিনগরে ইস্টার্ন প্লাস একটা মার্কেট আছে যে?!ওটার উপরে উত্তরা ব্যাংকের ট্রেনিং ইন্সটিটিউট।ওখানে ট্রেনিং।মতিঝিল থেকে কাছে।
ham,এয়ারটেলে আপনার জন্য সেরা সব অফার পেতে *4# বা *123*3# ডায়াল করুন আজই।
ham,কোভিড-১৯ ভ্যাকসিন নিবন্ধন
ham,"প্রিয় গ্রাহক, আপনার নম্বরে ৮৫০.০ টাকা লোকাল বিল প্রদান করা হয়েছে |ধন্যবাদ |"
ham,তোরা সবগুলা আমার জন্য দোয়া কর।যাতে আমার বিয়েটা হয়।যেই ফাড়া লাগসে আমার।
ham,"স্যার [CK21252], আপনার সংযোগটির মেয়াদ শেষ হতে যাচ্ছে 2023-02-27 তারিখে। অনুগ্রহ করে বিল পরিশোধ করুন । বিকাশ: 01782 66 33 77"
ham,ল্যাপটপে রাখছিলাম কিনা মনে নাই।কিন্তু ল্যাপটপ তো বাসায়
ham,"স্যার, গ্রাহক আইডি CK21252 তে 1000.00 টাকা বিল প্রদানটি সফল হয়েছে। ধন্যবাদ"
ham,আল্লাহ বড় বাচা বাচাইছে তোকে।এটা ভেবে শুকরিয়া কর ❤️
ham,"প্রিয় গ্রাহক,03-MAR-2023 পর্যন্ত আপনার লোকাল বিল -1134.50 টাকা এবং রোমিং বিল  0  টাকা। অনুগ্রহ করে এর মধ্যে সমুদয় বকেয়া বিল পরিশোধ করে গ্রামীণফোনের সাথে থাকুন। অনলাইনে পেমেন্টে করতে ব্রাউজ করুন mygp.li/ib"
ham,সায়মার লাইফে এখন বস্তায় বস্তায় কংগ্রাচুলেশনস 😅😅😅
ham,"ট্যুর, কম্পিউটার ক্লাব সব ঝামেলায় পড়া হয় নি।আমাদের পরীক্ষাটা কাল না দিয়ে পরশু দিতে চাচ্ছি। আগামীকাল group স্টাডি করে এবং আপনার কাছ থেকে বিষয়টা ক্লিয়ার করে নিবো। আশাকরি,বিষয়টা দেখবেন।বিষয়গুলো ক্লািয়ার না করলে,পরীক্ষায় তেমন কিছু পারবো না।পরশু নিয়েন মেম, প্লিজ।"
ham,ম্যাম পরিক্ষা না নিতে বলসে রাহাতে সেটার উত্তর বলসে। কালকে পরিক্ষা নিবে না এটা বলে দিসে অলরেডি
ham,তুই কী সিওর আগামীকাল এক্সাম না?
ham,ডিপার্টমেন্ট থেকে কোনো ফিক্সড করা এসাইনমেন্টের জন্য কভার পেইজ আছে?নাকি নিজ থেকে বানাতে হবে?
ham,কেউ একটু বলো এখানে ৫ নাম্বারে ১ এর পরিপূরক কোনটারে করতাম?
ham,Lecture 1 এবং Lecture 2 তে আমার কিছু বিষয় এখনো ক্লিয়ার নাই।
ham,55 ব্যাচ এর সবাই 55 লিখা পিডিএফ টা ডাউনলোড করে ওইখানে ডান পাশে লিংকে যাবা.. প্রত্যেক টা কোর্সের জন্য আলাদা আলাদা ফরম আছে.. সবগুলো পুরণ করতে হবে...আর 44 ব্যাচের যারা আপনারা 44 লিখা পিডিএফ এ যাবেন আর সবগুলো লিংকে ঢুকে ফরমগুলো ফিল করবেন
ham,"হ্যালু,ম্যাম আসসালামুয়ালাইকুম।"
ham,তোমাদের কম্পিউটার ফান্ডামেন্টাল এক্সাম কখন হবে?
ham,"আসসালামুয়ালাইকুম ম্যাম, ম্যাথ গুলো এখন ও ভালো করে প্রিপারেশন নিতে পারি নাই ।"
ham,55 ব্যাচ এর সবাই 55 লিখা পিডিএফ টা ডাউনলোড করে ওইখানে ডান পাশে লিংকে যাবা.. প্রত্যেক টা কোর্সের জন্য আলাদা আলাদা ফরম আছে.. সবগুলো পুরণ করতে হবে...আর 44 ব্যাচের যারা আপনারা 44 লিখা পিডিএফ এ যাবেন আর সবগুলো লিংকে ঢুকে ফরমগুলো ফিল করবেন
ham,তুই কী সিওর আগামীকাল এক্সাম না?
ham,ডিপার্টমেন্ট থেকে কোনো ফিক্সড করা এসাইনমেন্টের জন্য কভার পেইজ আছে?নাকি নিজ থেকে বানাতে হবে?
spam,আসসালামু আলাইকুম আমার ছেলেটা খুবই অসুস্থ ওর চিকিৎসার জন্য সবাই সহায়তা করুন প্লিজ 🙏
spam,আলহামদুলিল্লাহ। আল্লাহ তায়ালার রহমতে এবং আপনাদের সকলের দোয়া নিয়ে সামনে এগোতে চাই। 🥰🥰🥰 একটা করে ভালোবাসা দিয়ে পাশে থাকবেন৷ ইনশাআল্লাহ 🙏🙏🙏🙏🙏🙏🙏
spam,ক্লিক করুনঃ onelink.to/j7rwyf বিস্তারিত জানতে কল করুনঃ ১৬৪৬০ *শর্ত প্রযোজ্য
ham,আফমির দোকানদারেরা অনেক ভালো
ham,"প্রিয় গ্রাহক, NPSB সিস্টেমে জরুরি কার্যক্রম পরিচালনার জন্য ইবিএলের সকল কার্ড সম্পর্কিত সেবা ০৬ জুলাই ২০২৩, রাত ১১:৫৯ টা থেকে ০৭ জুলাই ২০২৩, সকাল ৬:০০ টা পর্যন্ত বন্ধ থাকবে। সাময়িক এই অসুবিধার জন্য আমরা আন্তরিকভাবে দুঃখিত।"
ham,"সেহরি ও ইফতারে নিরাপদ ও সুষম খাবার গ্রহণ করুন। অস্বাস্থ্যকর ও অতিরিক্ত ভাজা-পোড়া খাবার পরিহার করুন। বাংলাদেশ নিরাপদ খাদ্য কর্তৃপক্ষ, খাদ্য মন্ত্রণালয়।"
ham,এভাবে মোবাইল পাব জীবনেও ভাবি নাই। এক মাস আগেও দুইটা মোবাইল হারাইছি
ham,প্রয়োজনীয় মনে হয়নি
ham,"আজকে আমি ভাই যে কাহিনী করছি। আজকে আমি আফমি প্লাজায় গেছি, সাথে ছেলেকেও নিয়ে গেছি। অনেক দোকান ঘুতে টুরে চলে যাব বাসায় তখন দেখি মোবাইল নাই। এবার সব দোকান চেক করে দেখি কোথাও মোবাইল নাই। দেন এক দোকানদার আমাকে আফমি প্লাজার টপ রুফে সেন্ট্রাল সিসি ক্যামেরা কন্ট্রোল রুমে গেছি, সব দোকান চেক করতে। তখন ক্যামেরায় দোকানে দেখা গেছে আমি মোবাইল নিয়ে Savee's by Tony দোকানে গেছি, বাট খালি হাতে আসছি। এরপর ওই দোকানে গেলাম ওরা সিসি ক্যামেরা দেখার জন্য রেডি, তখন আমি ওদের বললাম যে আমি যেখানে মিরর এর সামনে ড্রেস দেখতে ছিলাম সেখানে দেখতে চাইলাম, ওরা দেখতে দিলো। এরপর মোবাইল টা ভাই কাপড়ের সেল্ফ এর কয়েকটা কাপড়ের নিচে থেকে বের হইছে। মোবাইল টাও বন্ধ হয়ে গেছিলো।"
ham,নামাজ বেহেশতের চাবিকাঠি। 
ham,"কোভিড-১৯ ভ্যাকসিন নিবন্ধনঃ আপনার OTP কোড-651947 , ধন্যবাদ।"
ham,আলহামদুলিল্লাহ সব একই আছে।
ham,"কোভিড-১৯ ভ্যাকসিন নিবন্ধনঃ আপনার OTP কোড-004653 , ধন্যবাদ।"
ham,তোদের সাথে গত ফ্রাইডে মিট করার পর আমার ফার্স্ট রিয়েলাইজেশন
ham,সবার তো নরমাল ডেলিভারি হয় নাই।সবাইকে কষ্টটা কেমন সেটার এক্সপেরিয়ান্স জানাইলাম আরকি।ইন ফিউচার কাজে দিবে সবার।তুই সওয়াব পাবি।
ham,"প্রমোশনাল এসমএস না চাইলে *৭# ডায়াল করে চালু করুন ডু নট ডিসটার্ব সেবা, অন্যথায় চালু না করার অনুরোধ করা হলো : বিটিআরসি
"
ham,আমি এটাও ভুলে যাই
ham,এখন নাহিদা ডাকিস
ham,খেলাধুলার সর্বশেষ খবর পেতে ভিজিট করুন http://mysports.com.bd । ট্যাক্সসহ চার্জ ৩.৩৩ টাকা প্রতিদিন।
ham,আপনার প্রেমিকাকে পটানোর টিপস আমরা প্রোভাইড করবো
ham,সেরকম পাইনি এখন অব্দি
ham,ইবিএল থেকে কার্ডের PIN নম্বর ৪ থেকে ৬ সংখ্যায় উন্নীত/পরিবর্তন সংক্রান্ত ফোন কল করা হয় না। এ ধরনের প্রতারণামূলক ফোন কল থেকে সতর্ক থাকুন।
ham,"আপনার ইবিএল ক্রেডিট এবং ডেবিট কার্ডে সর্বনিম্ন ১০০০ টাকা QR ট্রান্সাকশনে উপভোগ করুন ১৫% ক্যাশব্যাক, সর্বোচ্চ ৫০০ টাকা, ৩০ জুন ২০২৩ পর্যন্ত।"
ham,এমন ম্যাসেজ কেউ দেয় না💔
ham,ভাই আমি সিউর ভবিষ্যতে আল্লাহ বাচ্চাকাচ্চা দিলে ডেলিভারির সময় কষ্টে কান্দার জায়গায় কথা মনে করে চিল্লাই উলটা হাসবো মনে হচ্ছে
ham,আমিও হাসতেই আছি
ham,এখন থেকে রবিতে আপনার বিশেষ অফারগুলো জানতে ডায়াল করুন *৮৮৮#
ham,বোনাস সহ ২৫জিবি-২০০টাকা-৭দিন। নিতে ডায়াল *১২১*৫৪৫৩# বা mygp.li/mo
ham,আমার গাল ব্যথা হয়ে গেছে অলরেডি
ham,"কোভিড-১৯ ভ্যাকসিন নিবন্ধনঃ আপনার OTP কোড-651947 , ধন্যবাদ।"
ham,ইতির এক্সাম্পল শুনে আমি হাসতেই আছি
spam,কুরবানি মজাদার রেসিপি SMS পেতে ডায়াল করুন *26397*94# চার্জ ৳২.৬৭দৈনিক
spam,এই দায়ভার তোদের।
spam,এন্ড্রয়েড ফোন পেতে এই লিংকে ক্লিক করুন!!
ham,ভাই তোরা বাচ্চাকাচ্চার মা হইছস কেম্নে! ঝাউরা গুলা
ham,আরেকটা বিষয় অনেক ভয়ানক লাগে।সেটা হইল বাচ্চা ডেলিভারির বিষয়টা।আমি শুনসি অনেক কষ্টের।
spam,"আপনার জন্য সুবর্ণ সুযোগ স্মার্টফোন জিতার!! সহজ প্রশ্নের উত্তর দিয়ে জিতে নিন ৩৩,৬০০ টাকার আকর্ষণীয় স্মার্টফোন  Oppo F21s Pro 5G মাত্র ৳২.৬৭/দিন/প্রশ্ন, ডায়াল *213*56565#"
spam,"আপনার জন্য সুবর্ণ সুযোগ স্মার্টফোন জিতার!! সহজ প্রশ্নের উত্তর দিয়ে জিতে নিন ৩৩,৬০০ টাকার আকর্ষণীয় স্মার্টফোন  Oppo F21s Pro 5G মাত্র ৳২.৬৭/দিন/প্রশ্ন, ডায়াল *213*56565#"
spam,চিরসবুজ বাংলা গান শুনুন এখনই StarMaker- রে আর কয়েন রিচার্জ করতে https://bit.ly/3XULpXy
spam,ভালোবাসার টিপস ও রিংটোন সেট
spam,Pureit
spam,"সুবর্ণ সুযোগ স্মার্টফোন জিতার!! সহজ কিছু প্রশ্নের উত্তর দিয়ে জিতে নিন ৩১,৯৯০ টাকার আকর্ষণীয় স্মার্টফোন  Realme 9 Pro, ডায়াল *213*40404#"
spam,ঘরের সকল কাজ করে দিবে একদম নিশ্চিন্তে!! সেবা পেতে আজই যোগাযোগ করুন আমাদের সাথে
spam,ওপেলিয়ার সকল আউটলেটে চলছে ২০% ছাড়!!
spam,খেলাধুলার সর্বশেষ খবর পেতে ভিজিট করুন http://mysports.com.bd । ট্যাক্সসহ চার্জ ৩.৩৩ টাকা প্রতিদিন।
spam,প্রেমের টিপস পেতে চাইলে এইসব ভুংচুং চাপুন
spam,সেরকম পাইনি এখন অব্দি
spam,আপনার ভালবাসার মানুষ্কে খুজে পেতে ডায়াল করুন 
ham,"ম্যাম, আমি এক্সাম দিয়েছি। অফিসের শিডিউলটা কমপ্লিট করতে পেরেছিলাম।"
spam,আপনি কী দক্ষ গৃ্হশিক্ষক খুজছেন???
ham,লাস্ট মোমেন্ট এ এক্সাম দিয়ে দিয়েছি।
ham,খে জমা দাও... ওরা সবাই ক্লাস টেস্ট দিয়েছে... লিখেও জমা দিয়েছে...
spam,"স্মার্টফোন জেতার দুর্দান্ত অফার! সহজ প্রশ্নের উত্তর দিয়ে জিতে নিন ৩০,৯৯৯ টাকার আকর্ষণীয় স্মার্টফোন Samsung Galaxy M33 5G মাত্র ৳২.৬৭/দিন/প্রশ্ন,  ডায়াল *213*45644#"
ham,তোমরা আমাকে গত কালকে সকালে বললেও হত
ham,এখন তো আর পসিবল না
ham,"আসসালামুয়ালাইকুম, ম্যাম      
parallel exam টা একটু সময় নিয়ে দিতে পারলে আমরা ভালো রেজাল্ট করতে পরব।"
